CPU: ID 0x306a9, Processor Type 0x0, Family 0x6, Model 0x3a, Stepping 0x9
Northbridge: 8086:0150 (3rd generation (Ivy Bridge family) Core Processor (Desktop))
Southbridge: 8086:1e4a (H77)
IGD: 8086:0152 (Intel(R) HD 2500 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0xb96befe3 (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x00004e1c (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x06fe4ee3 (GP_IO_SEL)
gpiobase+0x0004: 0xeeff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0xe801201c (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0x60da5ebf (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0x62245fbf (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00040000 (GPO_BLINK)
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN)
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00000000 (GPI_INV)
gpiobase+0x0030: 0x020374fb (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300ff (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x00007404 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x1f578ff0 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x00007004 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfcfc6f07 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x58566f00 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000001b0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000130 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x00000080 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3)
gpiobase+0x0048: 0x00000dff (GP_LVL3)
gpiobase+0x0048: 0x000000c0 (GP_LVL3) DEFAULT
gpiobase+0x0048: 0x00000d3f (GP_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x00000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
0x0d6554: 0xa143003f
0x0d6558: 0xa143003f
0x0d655c: 0xa143003f
0x0d6560: 0xa143003f
0x0d6564: 0xa143003f
0x0d6568: 0xa143003f
0x0d656c: 0xa143003f
0x0d6570: 0xa143003f
0x0d6574: 0xa143003f
0x0d6578: 0xa143003f
0x0d657c: 0xa143003f
0x0d6580: 0xa143003f
0x0d6584: 0xa143003f
0x0d6588: 0xa143003f
0x0d658c: 0xa143003f
0x0d6590: 0xa143003f
0x0d6594: 0xa143003f
0x0d6598: 0xa143003f
0x0d659c: 0xa143003f
0x0d65a0: 0xa143003f
0x0d65a4: 0xa143003f
0x0d65a8: 0xa143003f
0x0d65ac: 0xa143003f
0x0d65b0: 0xa143003f
0x0d65b4: 0xa143003f
0x0d65b8: 0xa143003f
0x0d65bc: 0xa143003f
0x0d65c0: 0xa143003f
0x0d65c4: 0xa143003f
0x0d65c8: 0xa143003f
0x0d65cc: 0xa143003f
0x0d65d0: 0xa143003f
0x0d65d4: 0xa143003f
0x0d65d8: 0xa143003f
0x0d65dc: 0xa143003f
0x0d65e0: 0xa143003f
0x0d65e4: 0xa143003f
0x0d65e8: 0xa143003f
0x0d65ec: 0xa143003f
0x0d65f0: 0xa143003f
0x0d65f4: 0xa143003f
0x0d65f8: 0xa143003f
0x0d65fc: 0xa143003f
0x0d6600: 0xa143003f
0x0d6604: 0xa143003f
0x0d6608: 0xa143003f
0x0d660c: 0xa143003f
0x0d6610: 0xa143003f
0x0d6614: 0xa143003f
0x0d6618: 0xa143003f
0x0d661c: 0xa143003f
0x0d6620: 0xa143003f
0x0d6624: 0xa143003f
0x0d6628: 0xa143003f
0x0d662c: 0xa143003f
0x0d6630: 0xa143003f
0x0d6634: 0xa143003f
0x0d6638: 0xa143003f
0x0d663c: 0xa143003f
0x0d6640: 0xa143003f
0x0d6644: 0xa143003f
0x0d6648: 0xa143003f
0x0d664c: 0xa143003f
0x0d6650: 0xa143003f
0x0d6654: 0xa143003f
0x0d6658: 0xa143003f
0x0d665c: 0xa143003f
0x0d6660: 0xa143003f
0x0d6664: 0xa143003f
0x0d6668: 0xa143003f
0x0d666c: 0xa143003f
0x0d6670: 0xa143003f
0x0d6674: 0xa143003f
0x0d6678: 0xa143003f
0x0d667c: 0xa143003f
0x0d6680: 0xa143003f
0x0d6684: 0xa143003f
0x0d6688: 0xa143003f
0x0d668c: 0xa143003f
0x0d6690: 0xa143003f
0x0d6694: 0xa143003f
0x0d6698: 0xa143003f
0x0d669c: 0xa143003f
0x0d66a0: 0xa143003f
0x0d66a4: 0xa143003f
0x0d66a8: 0xa143003f
0x0d66ac: 0xa143003f
0x0d66b0: 0xa143003f
0x0d66b4: 0xa143003f
0x0d66b8: 0xa143003f
0x0d66bc: 0xa143003f
0x0d66c0: 0xa143003f
0x0d66c4: 0xa143003f
0x0d66c8: 0xa143003f
0x0d66cc: 0xa143003f
0x0d66d0: 0xa143003f
0x0d66d4: 0xa143003f
0x0d66d8: 0xa143003f
0x0d66dc: 0xa143003f
0x0d66e0: 0xa143003f
0x0d66e4: 0xa143003f
0x0d66e8: 0xa143003f
0x0d66ec: 0xa143003f
0x0d66f0: 0xa143003f
0x0d66f4: 0xa143003f
0x0d66f8: 0xa143003f
0x0d66fc: 0xa143003f
0x0d6700: 0xa143003f
0x0d6704: 0xa143003f
0x0d6708: 0xa143003f
0x0d670c: 0xa143003f
0x0d6710: 0xa143003f
0x0d6714: 0xa143003f
0x0d6718: 0xa143003f
0x0d671c: 0xa143003f
0x0d6720: 0xa143003f
0x0d6724: 0xa143003f
0x0d6728: 0xa143003f
0x0d672c: 0xa143003f
0x0d6730: 0xa143003f
0x0d6734: 0xa143003f
0x0d6738: 0xa143003f
0x0d673c: 0xa143003f
0x0d6740: 0xa143003f
0x0d6744: 0xa143003f
0x0d6748: 0xa143003f
0x0d674c: 0xa143003f
0x0d6750: 0xa143003f
0x0d6754: 0xa143003f
0x0d6758: 0xa143003f
0x0d675c: 0xa143003f
0x0d6760: 0xa143003f
0x0d6764: 0xa143003f
0x0d6768: 0xa143003f
0x0d676c: 0xa143003f
0x0d6770: 0xa143003f
0x0d6774: 0xa143003f
0x0d6778: 0xa143003f
0x0d677c: 0xa143003f
0x0d6780: 0xa143003f
0x0d6784: 0xa143003f
0x0d6788: 0xa143003f
0x0d678c: 0xa143003f
0x0d6790: 0xa143003f
0x0d6794: 0xa143003f
0x0d6798: 0xa143003f
0x0d679c: 0xa143003f
0x0d67a0: 0xa143003f
0x0d67a4: 0xa143003f
0x0d67a8: 0xa143003f
0x0d67ac: 0xa143003f
0x0d67b0: 0xa143003f
0x0d67b4: 0xa143003f
0x0d67b8: 0xa143003f
0x0d67bc: 0xa143003f
0x0d67c0: 0xa143003f
0x0d67c4: 0xa143003f
0x0d67c8: 0xa143003f
0x0d67cc: 0xa143003f
0x0d67d0: 0xa143003f
0x0d67d4: 0xa143003f
0x0d67d8: 0xa143003f
0x0d67dc: 0xa143003f
0x0d67e0: 0xa143003f
0x0d67e4: 0xa143003f
0x0d67e8: 0xa143003f
0x0d67ec: 0xa143003f
0x0d67f0: 0xa143003f
0x0d67f4: 0xa143003f
0x0d67f8: 0xa143003f
0x0d67fc: 0xa143003f
0x0d6800: 0xa143003f
0x0d6804: 0xa143003f
0x0d6808: 0xa143003f
0x0d680c: 0xa143003f
0x0d6810: 0xa143003f
0x0d6814: 0xa143003f
0x0d6818: 0xa143003f
0x0d681c: 0xa143003f
0x0d6820: 0xa143003f
0x0d6824: 0xa143003f
0x0d6828: 0xa143003f
0x0d682c: 0xa143003f
0x0d6830: 0xa143003f
0x0d6834: 0xa143003f
0x0d6838: 0xa143003f
0x0d683c: 0xa143003f
0x0d6840: 0xa143003f
0x0d6844: 0xa143003f
0x0d6848: 0xa143003f
0x0d684c: 0xa143003f
0x0d6850: 0xa143003f
0x0d6854: 0xa143003f
0x0d6858: 0xa143003f
0x0d685c: 0xa143003f
0x0d6860: 0xa143003f
0x0d6864: 0xa143003f
0x0d6868: 0xa143003f
0x0d686c: 0xa143003f
0x0d6870: 0xa143003f
0x0d6874: 0xa143003f
0x0d6878: 0xa143003f
0x0d687c: 0xa143003f
0x0d6880: 0xa143003f
0x0d6884: 0xa143003f
0x0d6888: 0xa143003f
0x0d688c: 0xa143003f
0x0d6890: 0xa143003f
0x0d6894: 0xa143003f
0x0d6898: 0xa143003f
0x0d689c: 0xa143003f
0x0d68a0: 0xa143003f
0x0d68a4: 0xa143003f
0x0d68a8: 0xa143003f
0x0d68ac: 0xa143003f
0x0d68b0: 0xa143003f
0x0d68b4: 0xa143003f
0x0d68b8: 0xa143003f
0x0d68bc: 0xa143003f
0x0d68c0: 0xa143003f
0x0d68c4: 0xa143003f
0x0d68c8: 0xa143003f
0x0d68cc: 0xa143003f
0x0d68d0: 0xa143003f
0x0d68d4: 0xa143003f
0x0d68d8: 0xa143003f
0x0d68dc: 0xa143003f
0x0d68e0: 0xa143003f
0x0d68e4: 0xa143003f
0x0d68e8: 0xa143003f
0x0d68ec: 0xa143003f
0x0d68f0: 0xa143003f
0x0d68f4: 0xa143003f
0x0d68f8: 0xa143003f
0x0d68fc: 0xa143003f
0x0d6900: 0xa143003f
0x0d6904: 0xa143003f
0x0d6908: 0xa143003f
0x0d690c: 0xa143003f
0x0d6910: 0xa143003f
0x0d6914: 0xa143003f
0x0d6918: 0xa143003f
0x0d691c: 0xa143003f
0x0d6920: 0xa143003f
0x0d6924: 0xa143003f
0x0d6928: 0xa143003f
0x0d692c: 0xa143003f
0x0d6930: 0xa143003f
0x0d6934: 0xa143003f
0x0d6938: 0xa143003f
0x0d693c: 0xa143003f
0x0d6940: 0xa143003f
0x0d6944: 0xa143003f
0x0d6948: 0xa143003f
0x0d694c: 0xa143003f
0x0d6950: 0xa143003f
0x0d6954: 0xa143003f
0x0d6958: 0xa143003f
0x0d695c: 0xa143003f
0x0d6960: 0xa143003f
0x0d6964: 0xa143003f
0x0d6968: 0xa143003f
0x0d696c: 0xa143003f
0x0d6970: 0xa143003f
0x0d6974: 0xa143003f
0x0d6978: 0xa143003f
0x0d697c: 0xa143003f
0x0d6980: 0xa143003f
0x0d6984: 0xa143003f
0x0d6988: 0xa143003f
0x0d698c: 0xa143003f
0x0d6990: 0xa143003f
0x0d6994: 0xa143003f
0x0d6998: 0xa143003f
0x0d699c: 0xa143003f
0x0d69a0: 0xa143003f
0x0d69a4: 0xa143003f
0x0d69a8: 0xa143003f
0x0d69ac: 0xa143003f
0x0d69b0: 0xa143003f
0x0d69b4: 0xa143003f
0x0d69b8: 0xa143003f
0x0d69bc: 0xa143003f
0x0d69c0: 0xa143003f
0x0d69c4: 0xa143003f
0x0d69c8: 0xa143003f
0x0d69cc: 0xa143003f
0x0d69d0: 0xa143003f
0x0d69d4: 0xa143003f
0x0d69d8: 0xa143003f
0x0d69dc: 0xa143003f
0x0d69e0: 0xa143003f
0x0d69e4: 0x00000000
0x0d69ec: 0x00101010
0x0d6df0: 0x00000000
0x0d6dfc: 0xa143003f
0x0d6e00: 0xa143003f
0x0d6e04: 0xa143003f
0x0d6e08: 0xa143003f
0x0d6e0c: 0xa143003f
0x0d6e10: 0xa143003f
0x0d6e14: 0xa143003f
0x0d6e18: 0xa143003f
0x0d6e1c: 0xa143003f
0x0d6e20: 0xa143003f
0x0d6e24: 0xa143003f
0x0d6e28: 0xa143003f
0x0d6e2c: 0xa143003f
0x0d6e30: 0xa143003f
0x0d6e34: 0xa143003f
0x0d6e38: 0xa143003f
0x0d6e3c: 0xa143003f
0x0d6e40: 0xa143003f
0x0d6e44: 0xa143003f
0x0d6e48: 0xa143003f
0x0d6e4c: 0xa143003f
0x0d6e50: 0xa143003f
0x0d6e54: 0xa143003f
0x0d6e58: 0xa143003f
0x0d6e5c: 0xa143003f
0x0d6e60: 0xa143003f
0x0d6e64: 0xa143003f
0x0d6e68: 0xa143003f
0x0d6e6c: 0xa143003f
0x0d6e70: 0xa143003f
0x0d6e74: 0xa143003f
0x0d6e78: 0xa143003f
0x0d6e7c: 0xa143003f
0x0d6e80: 0xa143003f
0x0d6e84: 0xa143003f
0x0d6e88: 0xa143003f
0x0d6e8c: 0xa143003f
0x0d6e90: 0xa143003f
0x0d6e94: 0xa143003f
0x0d6e98: 0xa143003f
0x0d6e9c: 0xa143003f
0x0d6ea0: 0xa143003f
0x0d6ea4: 0xa143003f
0x0d6ea8: 0xa143003f
0x0d6eac: 0xa143003f
0x0d6eb0: 0xa143003f
0x0d6eb4: 0xa143003f
0x0d6eb8: 0xa143003f
0x0d6ebc: 0xa143003f
0x0d6ec0: 0xa143003f
0x0d6ec4: 0xa143003f
0x0d6ec8: 0xa143003f
0x0d6ecc: 0xa143003f
0x0d6ed0: 0xa143003f
0x0d6ed4: 0xa143003f
0x0d6ed8: 0xa143003f
0x0d6edc: 0xa143003f
0x0d6ee0: 0xa143003f
0x0d6ee4: 0xa143003f
0x0d6ee8: 0xa143003f
0x0d6eec: 0xa143003f
0x0d6ef0: 0xa143003f
0x0d6ef4: 0xa143003f
0x0d6ef8: 0xa143003f
0x0d6efc: 0xa143003f
0x0d6f00: 0xa143003f
0x0d6f04: 0xa143003f
0x0d6f08: 0xa143003f
0x0d6f0c: 0xa143003f
0x0d6f10: 0xa143003f
0x0d6f14: 0xa143003f
0x0d6f18: 0xa143003f
0x0d6f1c: 0xa143003f
0x0d6f20: 0xa143003f
0x0d6f24: 0xa143003f
0x0d6f28: 0xa143003f
0x0d6f2c: 0xa143003f
0x0d6f30: 0xa143003f
0x0d6f34: 0xa143003f
0x0d6f38: 0xa143003f
0x0d6f3c: 0xa143003f
0x0d6f40: 0xa143003f
0x0d6f44: 0xa143003f
0x0d6f48: 0xa143003f
0x0d6f4c: 0xa143003f
0x0d6f50: 0xa143003f
0x0d6f54: 0xa143003f
0x0d6f58: 0xa143003f
0x0d6f5c: 0xa143003f
0x0d6f60: 0xa143003f
0x0d6f64: 0xa143003f
0x0d6f68: 0xa143003f
0x0d6f6c: 0xa143003f
0x0d6f70: 0xa143003f
0x0d6f74: 0xa143003f
0x0d6f78: 0xa143003f
0x0d6f7c: 0xa143003f
0x0d6f80: 0xa143003f
0x0d6f84: 0xa143003f
0x0d6f88: 0xa143003f
0x0d6f8c: 0xa143003f
0x0d6f90: 0xa143003f
0x0d6f94: 0xa143003f
0x0d6f98: 0xa143003f
0x0d6f9c: 0xa143003f
0x0d6fa0: 0xa143003f
0x0d6fa4: 0xa143003f
0x0d6fa8: 0xa143003f
0x0d6fac: 0xa143003f
0x0d6fb0: 0xa143003f
0x0d6fb4: 0xa143003f
0x0d6fb8: 0xa143003f
0x0d6fbc: 0xa143003f
0x0d6fc0: 0xa143003f
0x0d6fc4: 0xa143003f
0x0d6fc8: 0xa143003f
0x0d6fcc: 0xa143003f
0x0d6fd0: 0xa143003f
0x0d6fd4: 0xa143003f
0x0d6fd8: 0xa143003f
0x0d6fdc: 0xa143003f
0x0d6fe0: 0xa143003f
0x0d6fe4: 0xa143003f
0x0d6fe8: 0xa143003f
0x0d6fec: 0xa143003f
0x0d6ff0: 0xa143003f
0x0d6ff4: 0xa143003f
0x0d6ff8: 0xa143003f
0x0d6ffc: 0xa143003f
0x0d7000: 0xa143003f
0x0d7004: 0xa143003f
0x0d7008: 0xa143003f
0x0d700c: 0xa143003f
0x0d7010: 0xa143003f
0x0d7014: 0xa143003f
0x0d7018: 0xa143003f
0x0d701c: 0xa143003f
0x0d7020: 0xa143003f
0x0d7024: 0xa143003f
0x0d7028: 0xa143003f
0x0d702c: 0xa143003f
0x0d7030: 0xa143003f
0x0d7034: 0xa143003f
0x0d7038: 0xa143003f
0x0d703c: 0xa143003f
0x0d7040: 0xa143003f
0x0d7044: 0xa143003f
0x0d7048: 0xa143003f
0x0d704c: 0xa143003f
0x0d7050: 0xa143003f
0x0d7054: 0xa143003f
0x0d7058: 0xa143003f
0x0d705c: 0xa143003f
0x0d7060: 0xa143003f
0x0d7064: 0xa143003f
0x0d7068: 0xa143003f
0x0d706c: 0xa143003f
0x0d7070: 0xa143003f
0x0d7074: 0xa143003f
0x0d7078: 0xa143003f
0x0d707c: 0xa143003f
0x0d7080: 0xa143003f
0x0d7084: 0xa143003f
0x0d7088: 0xa143003f
0x0d708c: 0xa143003f
0x0d7090: 0xa143003f
0x0d7094: 0xa143003f
0x0d7098: 0xa143003f
0x0d709c: 0xa143003f
0x0d70a0: 0xa143003f
0x0d70a4: 0xa143003f
0x0d70a8: 0xa143003f
0x0d70ac: 0xa143003f
0x0d70b0: 0xa143003f
0x0d70b4: 0xa143003f
0x0d70b8: 0xa143003f
0x0d70bc: 0xa143003f
0x0d70c0: 0xa143003f
0x0d70c4: 0xa143003f
0x0d70c8: 0xa143003f
0x0d70cc: 0xa143003f
0x0d70d0: 0xa143003f
0x0d70d4: 0xa143003f
0x0d70d8: 0xa143003f
0x0d70dc: 0xa143003f
0x0d70e0: 0xa143003f
0x0d70e4: 0xa143003f
0x0d70e8: 0xa143003f
0x0d70ec: 0xa143003f
0x0d70f0: 0xa143003f
0x0d70f4: 0xa143003f
0x0d70f8: 0xa143003f
0x0d70fc: 0xa143003f
0x0d7100: 0xa143003f
0x0d7104: 0xa143003f
0x0d7108: 0xa143003f
0x0d710c: 0xa143003f
0x0d7110: 0xa143003f
0x0d7114: 0xa143003f
0x0d7118: 0xa143003f
0x0d711c: 0xa143003f
0x0d7120: 0xa143003f
0x0d7124: 0xa143003f
0x0d7128: 0xa143003f
0x0d712c: 0xa143003f
0x0d7130: 0xa143003f
0x0d7134: 0xa143003f
0x0d7138: 0xa143003f
0x0d713c: 0xa143003f
0x0d7140: 0xa143003f
0x0d7144: 0xa143003f
0x0d7148: 0xa143003f
0x0d714c: 0xa143003f
0x0d7150: 0xa143003f
0x0d7154: 0xa143003f
0x0d7158: 0xa143003f
0x0d715c: 0xa143003f
0x0d7160: 0xa143003f
0x0d7164: 0xa143003f
0x0d7168: 0xa143003f
0x0d716c: 0xa143003f
0x0d7170: 0xa143003f
0x0d7174: 0xa143003f
0x0d7178: 0xa143003f
0x0d717c: 0xa143003f
0x0d7180: 0xa143003f
0x0d7184: 0xa143003f
0x0d7188: 0xa143003f
0x0d718c: 0xa143003f
0x0d7190: 0xa143003f
0x0d7194: 0xa143003f
0x0d7198: 0xa143003f
0x0d719c: 0xa143003f
0x0d71a0: 0xa143003f
0x0d71a4: 0xa143003f
0x0d71a8: 0xa143003f
0x0d71ac: 0xa143003f
0x0d71b0: 0xa143003f
0x0d71b4: 0xa143003f
0x0d71b8: 0xa143003f
0x0d71bc: 0xa143003f
0x0d71c0: 0xa143003f
0x0d71c4: 0xa143003f
0x0d71c8: 0xa143003f
0x0d71cc: 0xa143003f
0x0d71d0: 0xa143003f
0x0d71d4: 0xa143003f
0x0d71d8: 0xa143003f
0x0d71dc: 0xa143003f
0x0d71e0: 0xa143003f
0x0d71e4: 0xa143003f
0x0d71e8: 0xa143003f
0x0d71ec: 0xa143003f
0x0d71f0: 0xa143003f
0x0d71f4: 0xa143003f
0x0d71f8: 0xa143003f
0x0d71fc: 0xa143003f
0x0d7200: 0xa143003f
0x0d7204: 0xa143003f
0x0d7208: 0xa143003f
0x0d720c: 0xa143003f
0x0d7210: 0xa143003f
0x0d7214: 0xa143003f
0x0d7218: 0xa143003f
0x0d721c: 0xa143003f
0x0d7220: 0xa143003f
0x0d7224: 0xa143003f
0x0d7228: 0xa143003f
0x0d722c: 0xa143003f
0x0d7230: 0xa143003f
0x0d7234: 0xa143003f
0x0d7238: 0xa143003f
0x0d723c: 0xa143003f
0x0d7240: 0xa143003f
0x0d7244: 0xa143003f
0x0d7248: 0xa143003f
0x0d724c: 0xa143003f
0x0d7250: 0xa143003f
0x0d7254: 0xa143003f
0x0d7258: 0xa143003f
0x0d725c: 0xa143003f
0x0d7260: 0xa143003f
0x0d7264: 0xa143003f
0x0d7268: 0xa143003f
0x0d726c: 0xa143003f
0x0d7270: 0xa143003f
0x0d7274: 0xa143003f
0x0d7278: 0xa143003f
0x0d727c: 0xa143003f
0x0d7280: 0xa143003f
0x0d7284: 0xa143003f
0x0d7288: 0xa143003f
0x0d728c: 0xa143003f
0x0d7290: 0xa143003f
0x0d7294: 0xa143003f
0x0d7298: 0xa143003f
0x0d729c: 0xa143003f
0x0d72a0: 0xa143003f
0x0d72a4: 0xa143003f
0x0d72a8: 0xa143003f
0x0d72ac: 0xa143003f
0x0d72b0: 0xa143003f
0x0d72b4: 0xa143003f
0x0d72b8: 0xa143003f
0x0d72bc: 0xa143003f
0x0d72c0: 0xa143003f
0x0d72c4: 0xa143003f
0x0d72c8: 0xa143003f
0x0d72cc: 0xa143003f
0x0d72d0: 0xa143003f
0x0d72d4: 0xa143003f
0x0d72d8: 0xa143003f
0x0d72dc: 0xa143003f
0x0d72e0: 0xa143003f
0x0d72e4: 0xa143003f
0x0d72e8: 0xa143003f
0x0d72ec: 0xa143003f
0x0d72f0: 0xa143003f
0x0d72f4: 0xa143003f
0x0d72f8: 0xa143003f
0x0d72fc: 0xa143003f
0x0d7300: 0xa143003f
0x0d7304: 0xa143003f
0x0d7308: 0xa143003f
0x0d730c: 0xa143003f
0x0d7310: 0xa143003f
0x0d7314: 0xa143003f
0x0d7318: 0xa143003f
0x0d731c: 0xa143003f
0x0d7320: 0xa143003f
0x0d7324: 0xa143003f
0x0d7328: 0xa143003f
0x0d732c: 0xa143003f
0x0d7330: 0xa143003f
0x0d7334: 0xa143003f
0x0d7338: 0xa143003f
0x0d733c: 0xa143003f
0x0d7340: 0xa143003f
0x0d7344: 0xa143003f
0x0d7348: 0xa143003f
0x0d734c: 0xa143003f
0x0d7350: 0xa143003f
0x0d7354: 0xa143003f
0x0d7358: 0xa143003f
0x0d735c: 0xa143003f
0x0d7360: 0xa143003f
0x0d7364: 0xa143003f
0x0d7368: 0xa143003f
0x0d736c: 0xa143003f
0x0d7370: 0xa143003f
0x0d7374: 0xa143003f
0x0d7378: 0xa143003f
0x0d737c: 0x00000000
0x0d7388: 0x00101010
0x0d7780: 0x00000000
0x0d778c: 0xa143003f
0x0d7790: 0xa143003f
0x0d7794: 0xa143003f
0x0d7798: 0xa143003f
0x0d779c: 0xa143003f
0x0d77a0: 0xa143003f
0x0d77a4: 0xa143003f
0x0d77a8: 0xa143003f
0x0d77ac: 0xa143003f
0x0d77b0: 0xa143003f
0x0d77b4: 0xa143003f
0x0d77b8: 0xa143003f
0x0d77bc: 0xa143003f
0x0d77c0: 0xa143003f
0x0d77c4: 0xa143003f
0x0d77c8: 0xa143003f
0x0d77cc: 0xa143003f
0x0d77d0: 0xa143003f
0x0d77d4: 0xa143003f
0x0d77d8: 0xa143003f
0x0d77dc: 0xa143003f
0x0d77e0: 0xa143003f
0x0d77e4: 0xa143003f
0x0d77e8: 0xa143003f
0x0d77ec: 0xa143003f
0x0d77f0: 0xa143003f
0x0d77f4: 0xa143003f
0x0d77f8: 0xa143003f
0x0d77fc: 0xa143003f
0x0d7800: 0xa143003f
0x0d7804: 0xa143003f
0x0d7808: 0xa143003f
0x0d780c: 0xa143003f
0x0d7810: 0xa143003f
0x0d7814: 0xa143003f
0x0d7818: 0xa143003f
0x0d781c: 0xa143003f
0x0d7820: 0xa143003f
0x0d7824: 0xa143003f
0x0d7828: 0xa143003f
0x0d782c: 0xa143003f
0x0d7830: 0xa143003f
0x0d7834: 0xa143003f
0x0d7838: 0xa143003f
0x0d783c: 0xa143003f
0x0d7840: 0xa143003f
0x0d7844: 0xa143003f
0x0d7848: 0xa143003f
0x0d784c: 0xa143003f
0x0d7850: 0xa143003f
0x0d7854: 0xa143003f
0x0d7858: 0xa143003f
0x0d785c: 0xa143003f
0x0d7860: 0xa143003f
0x0d7864: 0xa143003f
0x0d7868: 0xa143003f
0x0d786c: 0xa143003f
0x0d7870: 0xa143003f
0x0d7874: 0xa143003f
0x0d7878: 0xa143003f
0x0d787c: 0xa143003f
0x0d7880: 0xa143003f
0x0d7884: 0xa143003f
0x0d7888: 0xa143003f
0x0d788c: 0xa143003f
0x0d7890: 0xa143003f
0x0d7894: 0xa143003f
0x0d7898: 0xa143003f
0x0d789c: 0xa143003f
0x0d78a0: 0xa143003f
0x0d78a4: 0xa143003f
0x0d78a8: 0xa143003f
0x0d78ac: 0xa143003f
0x0d78b0: 0xa143003f
0x0d78b4: 0xa143003f
0x0d78b8: 0xa143003f
0x0d78bc: 0xa143003f
0x0d78c0: 0xa143003f
0x0d78c4: 0xa143003f
0x0d78c8: 0xa143003f
0x0d78cc: 0xa143003f
0x0d78d0: 0xa143003f
0x0d78d4: 0xa143003f
0x0d78d8: 0xa143003f
0x0d78dc: 0xa143003f
0x0d78e0: 0xa143003f
0x0d78e4: 0xa143003f
0x0d78e8: 0xa143003f
0x0d78ec: 0xa143003f
0x0d78f0: 0xa143003f
0x0d78f4: 0xa143003f
0x0d78f8: 0xa143003f
0x0d78fc: 0xa143003f
0x0d7900: 0xa143003f
0x0d7904: 0xa143003f
0x0d7908: 0xa143003f
0x0d790c: 0xa143003f
0x0d7910: 0xa143003f
0x0d7914: 0xa143003f
0x0d7918: 0xa143003f
0x0d791c: 0xa143003f
0x0d7920: 0xa143003f
0x0d7924: 0xa143003f
0x0d7928: 0xa143003f
0x0d792c: 0xa143003f
0x0d7930: 0xa143003f
0x0d7934: 0xa143003f
0x0d7938: 0xa143003f
0x0d793c: 0xa143003f
0x0d7940: 0xa143003f
0x0d7944: 0xa143003f
0x0d7948: 0xa143003f
0x0d794c: 0xa143003f
0x0d7950: 0xa143003f
0x0d7954: 0xa143003f
0x0d7958: 0xa143003f
0x0d795c: 0xa143003f
0x0d7960: 0xa143003f
0x0d7964: 0xa143003f
0x0d7968: 0xa143003f
0x0d796c: 0xa143003f
0x0d7970: 0xa143003f
0x0d7974: 0xa143003f
0x0d7978: 0xa143003f
0x0d797c: 0xa143003f
0x0d7980: 0xa143003f
0x0d7984: 0xa143003f
0x0d7988: 0xa143003f
0x0d798c: 0xa143003f
0x0d7990: 0xa143003f
0x0d7994: 0xa143003f
0x0d7998: 0xa143003f
0x0d799c: 0xa143003f
